pref_name,target_chembl_id,target_type
Mitogen-activated protein kinase kinase kinase kinase 1,CHEMBL5749,SINGLE PROTEIN
Histone acetyltransferase KAT5,CHEMBL5750,SINGLE PROTEIN
"Atypical kinase COQ8B, mitochondrial",CHEMBL5753,SINGLE PROTEIN
MAP/microtubule affinity-regulating kinase 4,CHEMBL5754,SINGLE PROTEIN
Mitogen-activated protein kinase kinase kinase 7,CHEMBL5776,SINGLE PROTEIN
Bcl-2-like protein 11,CHEMBL5777,SINGLE PROTEIN
Forkhead box protein O3,CHEMBL5778,SINGLE PROTEIN
Linker for activation of T-cells family member 1,CHEMBL5779,SINGLE PROTEIN
Sodium/nucleoside cotransporter 2,CHEMBL5780,SINGLE PROTEIN
NUAK family SNF1-like kinase 1,CHEMBL5784,SINGLE PROTEIN
"Interferon-induced, double-stranded RNA-activated protein kinase",CHEMBL5785,SINGLE PROTEIN
Cation-dependent mannose-6-phosphate receptor,CHEMBL5788,SINGLE PROTEIN
Myelin-associated glycoprotein,CHEMBL5807,SINGLE PROTEIN
Cyclin-dependent kinase 11B,CHEMBL5808,SINGLE PROTEIN
Ephrin type-A receptor 1,CHEMBL5810,SINGLE PROTEIN
Macrophage scavenger receptor types I and II,CHEMBL5811,SINGLE PROTEIN
Dynamin-2,CHEMBL5812,SINGLE PROTEIN
Tumor necrosis factor ligand superfamily member 10,CHEMBL5813,SINGLE PROTEIN
Peroxisomal multifunctional enzyme type 2,CHEMBL5814,SINGLE PROTEIN
C-C chemokine receptor type 9,CHEMBL5815,SINGLE PROTEIN
Signal transducer and activator of transcription 5B,CHEMBL5817,SINGLE PROTEIN
cAMP-dependent protein kinase catalytic subunit PRKX,CHEMBL5818,SINGLE PROTEIN
Serine/threonine-protein kinase Nek4,CHEMBL5819,SINGLE PROTEIN
Aldo-keto reductase family 1 member C2,CHEMBL5847,SINGLE PROTEIN
Mas-related G-protein coupled receptor member X2,CHEMBL5849,SINGLE PROTEIN
Mas-related G-protein coupled receptor member X1,CHEMBL5850,SINGLE PROTEIN
Baculoviral IAP repeat-containing protein 8,CHEMBL5851,SINGLE PROTEIN
Pyroglutamylated RF-amide peptide receptor,CHEMBL5852,SINGLE PROTEIN
Diacylglycerol O-acyltransferase 2,CHEMBL5853,SINGLE PROTEIN
Adenylate cyclase type 10,CHEMBL5854,SINGLE PROTEIN
Serine/threonine-protein kinase Nek1,CHEMBL5855,SINGLE PROTEIN
Cyclin-dependent kinase 15,CHEMBL5856,SINGLE PROTEIN
Trace amine-associated receptor 1,CHEMBL5857,SINGLE PROTEIN
D-aspartate oxidase,CHEMBL5887,SINGLE PROTEIN
Mitogen-activated protein kinase kinase kinase 14,CHEMBL5888,SINGLE PROTEIN
Kinesin-like protein KIF1B,CHEMBL5889,SINGLE PROTEIN
Endothelin-converting enzyme 2,CHEMBL5890,SINGLE PROTEIN
Protein arginine N-methyltransferase 3,CHEMBL5891,SINGLE PROTEIN
G-protein coupled receptor 37-like 1,CHEMBL5892,SINGLE PROTEIN
Ribonuclease H1,CHEMBL5893,SINGLE PROTEIN
Lysine-specific demethylase 4A,CHEMBL5896,SINGLE PROTEIN
Ectonucleoside triphosphate diphosphohydrolase 3,CHEMBL5897,SINGLE PROTEIN
Lactoperoxidase,CHEMBL5898,SINGLE PROTEIN
Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase,CHEMBL5922,SINGLE PROTEIN
Ubiquitin-like modifier-activating enzyme 1,CHEMBL5924,SINGLE PROTEIN
Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,CHEMBL5925,SINGLE PROTEIN
Alanine aminotransferase 1,CHEMBL5929,SINGLE PROTEIN
Corticotropin-releasing factor-binding protein,CHEMBL5930,SINGLE PROTEIN
LIM domain kinase 2,CHEMBL5932,SINGLE PROTEIN
Phospholipid transfer protein,CHEMBL5962,SINGLE PROTEIN
Proteinase-activated receptor 2,CHEMBL5963,SINGLE PROTEIN
Aquaporin-4,CHEMBL5964,SINGLE PROTEIN
IgG receptor FcRn large subunit p51,CHEMBL5966,SINGLE PROTEIN
Kinesin-like protein KIF2C,CHEMBL5967,SINGLE PROTEIN
Lysophosphatidic acid receptor 4,CHEMBL5968,SINGLE PROTEIN
Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha,CHEMBL5969,SINGLE PROTEIN
Mitogen-activated protein kinase kinase kinase 3,CHEMBL5970,SINGLE PROTEIN
Protein smoothened,CHEMBL5971,SINGLE PROTEIN
Dehydrogenase/reductase SDR family member 9,CHEMBL5974,SINGLE PROTEIN
Serine/threonine-protein kinase RIO1,CHEMBL5975,SINGLE PROTEIN
Serine/threonine-protein kinase RIO2,CHEMBL6000,SINGLE PROTEIN
Very long chain fatty acid elongase 1,CHEMBL6001,SINGLE PROTEIN
Cyclin-dependent kinase 19,CHEMBL6002,SINGLE PROTEIN
Testis-specific serine/threonine-protein kinase 1,CHEMBL6003,SINGLE PROTEIN
Queuine tRNA-ribosyltransferase catalytic subunit 1,CHEMBL6004,SINGLE PROTEIN
Serine/threonine-protein kinase 33,CHEMBL6005,SINGLE PROTEIN
Serine/threonine-protein kinase ULK1,CHEMBL6006,SINGLE PROTEIN
Transient receptor potential cation channel subfamily A member 1,CHEMBL6007,SINGLE PROTEIN
Carbonyl reductase [NADPH] 3,CHEMBL6008,SINGLE PROTEIN
Diacylglycerol O-acyltransferase 1,CHEMBL6009,SINGLE PROTEIN
Cyclin-dependent kinase 2-associated protein 2,CHEMBL6010,SINGLE PROTEIN
"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",CHEMBL6036,SINGLE PROTEIN
Hepatocyte growth factor-like protein,CHEMBL6042,SINGLE PROTEIN
Proto-oncogene Wnt-3,CHEMBL6079,SINGLE PROTEIN
Serine/threonine-protein kinase SIK1,CHEMBL6082,SINGLE PROTEIN
Receptor-interacting serine/threonine-protein kinase 4,CHEMBL6083,SINGLE PROTEIN
Ras-related C3 botulinum toxin substrate 3,CHEMBL6087,SINGLE PROTEIN
Cell division control protein 42 homolog,CHEMBL6088,SINGLE PROTEIN
Ubiquitin-conjugating enzyme E2 N,CHEMBL6089,SINGLE PROTEIN
Actin-related protein 2,CHEMBL6090,SINGLE PROTEIN
Calmodulin-1,CHEMBL6093,SINGLE PROTEIN
Ras-related C3 botulinum toxin substrate 1,CHEMBL6094,SINGLE PROTEIN
Disintegrin and metalloproteinase domain-containing protein 33,CHEMBL6121,SINGLE PROTEIN
Group XIIA secretory phospholipase A2,CHEMBL6122,SINGLE PROTEIN
Serine/threonine-protein kinase DCLK3,CHEMBL6123,SINGLE PROTEIN
Cyclin-dependent kinase 14,CHEMBL6162,SINGLE PROTEIN
Chromosome-associated kinesin KIF4A,CHEMBL6163,SINGLE PROTEIN
Poly [ADP-ribose] polymerase tankyrase-1,CHEMBL6164,SINGLE PROTEIN
Mitogen-activated protein kinase kinase kinase kinase 4,CHEMBL6166,SINGLE PROTEIN
Serine/threonine-protein kinase LATS1,CHEMBL6167,SINGLE PROTEIN
Phosphatidylserine lipase ABHD16A,CHEMBL6168,SINGLE PROTEIN
Cytochrome b5,CHEMBL6170,SINGLE PROTEIN
Cytochrome c oxidase subunit 1,CHEMBL6173,SINGLE PROTEIN
Cytochrome c oxidase subunit 2,CHEMBL6174,SINGLE PROTEIN
Activin receptor type-2A,CHEMBL5616,SINGLE PROTEIN
Aryl hydrocarbon receptor nuclear translocator,CHEMBL5618,SINGLE PROTEIN
DNA repair nuclease/redox regulator APEX1,CHEMBL5619,SINGLE PROTEIN
Proteasome subunit beta type-8,CHEMBL5620,SINGLE PROTEIN
SHC-transforming protein 1,CHEMBL5626,SINGLE PROTEIN
Leukocyte tyrosine kinase receptor,CHEMBL5627,SINGLE PROTEIN
Disintegrin and metalloproteinase domain-containing protein 8,CHEMBL5665,SINGLE PROTEIN
Disks large homolog 4,CHEMBL5666,SINGLE PROTEIN
Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,CHEMBL5667,SINGLE PROTEIN
SRSF protein kinase 2,CHEMBL5668,SINGLE PROTEIN
Protein delta homolog 1,CHEMBL5671,SINGLE PROTEIN
Egl nine homolog 1,CHEMBL5697,SINGLE PROTEIN
NUAK family SNF1-like kinase 2,CHEMBL5698,SINGLE PROTEIN
Serine/threonine-protein kinase SIK2,CHEMBL5699,SINGLE PROTEIN
Lysophosphatidic acid receptor 5,CHEMBL5700,SINGLE PROTEIN
Serine/threonine-protein kinase TAO3,CHEMBL5701,SINGLE PROTEIN
Tyrosine-protein kinase Srms,CHEMBL5703,SINGLE PROTEIN
Very long chain fatty acid elongase 6,CHEMBL5704,SINGLE PROTEIN
Prolyl hydroxylase EGLN3,CHEMBL5705,SINGLE PROTEIN
COP9 signalosome complex subunit 7b,CHEMBL5706,SINGLE PROTEIN
Solute carrier family 28 member 3,CHEMBL5707,SINGLE PROTEIN
Complement factor B,CHEMBL5731,SINGLE PROTEIN
Pro-epidermal growth factor,CHEMBL5734,SINGLE PROTEIN
Pro-glucagon,CHEMBL5736,SINGLE PROTEIN
VIP peptides,CHEMBL5737,SINGLE PROTEIN
Translocator protein,CHEMBL5742,SINGLE PROTEIN
"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",CHEMBL5758,SINGLE PROTEIN
Mitogen-activated protein kinase 4,CHEMBL5759,SINGLE PROTEIN
Sodium- and chloride-dependent taurine transporter,CHEMBL5762,SINGLE PROTEIN
Polycystin-1,CHEMBL5772,SINGLE PROTEIN
Cyclin-dependent kinase-like 1,CHEMBL5789,SINGLE PROTEIN
Cyclin-dependent kinase 17,CHEMBL5790,SINGLE PROTEIN
Very long chain fatty acid elongase 3,CHEMBL5791,SINGLE PROTEIN
Cytochrome P450 3A43,CHEMBL5792,SINGLE PROTEIN
Gamma-parvin,CHEMBL5793,SINGLE PROTEIN
Serine/threonine-protein kinase Sgk2,CHEMBL5794,SINGLE PROTEIN
Toll-like receptor 9,CHEMBL5804,SINGLE PROTEIN
Toll-like receptor 8,CHEMBL5805,SINGLE PROTEIN
Glycophorin-A,CHEMBL5806,SINGLE PROTEIN
Angiogenin,CHEMBL5829,SINGLE PROTEIN
G protein-coupled receptor kinase 4,CHEMBL5861,SINGLE PROTEIN
Kinesin-1 heavy chain,CHEMBL5864,SINGLE PROTEIN
Catenin beta-1,CHEMBL5866,SINGLE PROTEIN
Nuclear receptor ROR-alpha,CHEMBL5868,SINGLE PROTEIN
Heat shock factor protein 1,CHEMBL5869,SINGLE PROTEIN
Centromere-associated protein E,CHEMBL5870,SINGLE PROTEIN
Kinesin-like protein KIF23,CHEMBL5899,SINGLE PROTEIN
Activin receptor type-1,CHEMBL5903,SINGLE PROTEIN
Aldo-keto reductase family 1 member C1,CHEMBL5905,SINGLE PROTEIN
Serine/threonine-protein kinase LATS2,CHEMBL5907,SINGLE PROTEIN
Protection of telomeres protein 1,CHEMBL5908,SINGLE PROTEIN
Hypoxia-inducible factor 1-alpha inhibitor,CHEMBL5909,SINGLE PROTEIN
Small ribosomal subunit protein mS38,CHEMBL5910,SINGLE PROTEIN
Very long chain fatty acid elongase 2,CHEMBL5911,SINGLE PROTEIN
Serine/threonine-protein kinase 32B,CHEMBL5912,SINGLE PROTEIN
Toll-like receptor 7,CHEMBL5936,SINGLE PROTEIN
Very long chain fatty acid elongase 5,CHEMBL5937,SINGLE PROTEIN
Serine/threonine-protein kinase PLK2,CHEMBL5938,SINGLE PROTEIN
Endoplasmic reticulum aminopeptidase 1,CHEMBL5939,SINGLE PROTEIN
Serine/threonine-protein kinase MARK1,CHEMBL5940,SINGLE PROTEIN
Serine/threonine-protein kinase 26,CHEMBL5941,SINGLE PROTEIN
Phosphatidylcholine-sterol acyltransferase,CHEMBL5942,SINGLE PROTEIN
Heat shock protein beta-1,CHEMBL5976,SINGLE PROTEIN
Galectin-2,CHEMBL5977,SINGLE PROTEIN
"Alkaline phosphatase, tissue-nonspecific isozyme",CHEMBL5979,SINGLE PROTEIN
Hepatocyte,CHEMBL613690,CELL-LINE
Liver microsomes,CHEMBL613373,SUBCELLULAR
Blood,CHEMBL613416,TISSUE
Brain,CHEMBL613417,TISSUE
Cortex,CHEMBL613418,TISSUE
Liver,CHEMBL613419,TISSUE
Plasma,CHEMBL613424,TISSUE
Serum,CHEMBL613426,TISSUE
Skin,CHEMBL613427,TISSUE
Cytochrome P450 4X1,CHEMBL6048,SINGLE PROTEIN
Creatine kinase B-type,CHEMBL6049,SINGLE PROTEIN
Testis-specific serine/threonine-protein kinase 2,CHEMBL6014,SINGLE PROTEIN
Transforming protein RhoA,CHEMBL6052,SINGLE PROTEIN
Bile salt export pump,CHEMBL6020,SINGLE PROTEIN
PAS domain-containing serine/threonine-protein kinase,CHEMBL6054,SINGLE PROTEIN
Serine/threonine-protein kinase WNK3,CHEMBL6055,SINGLE PROTEIN
DNA (cytosine-5)-methyltransferase 3B,CHEMBL6095,SINGLE PROTEIN
Acyl-CoA 6-desaturase,CHEMBL6097,SINGLE PROTEIN
Signal transducer and activator of transcription 1-alpha/beta,CHEMBL6101,SINGLE PROTEIN
Transcription factor Sp1,CHEMBL6103,SINGLE PROTEIN
N-formyl peptide receptor 3,CHEMBL5646,SINGLE PROTEIN
Deoxycytidylate deaminase,CHEMBL5675,SINGLE PROTEIN
G protein-coupled receptor kinase 5,CHEMBL5678,SINGLE PROTEIN
Serine/threonine-protein kinase Nek3,CHEMBL5679,SINGLE PROTEIN
Bcl-2-related protein A1,CHEMBL6044,SINGLE PROTEIN
UMP-CMP kinase,CHEMBL5681,SINGLE PROTEIN
Uridine-cytidine kinase 1,CHEMBL5682,SINGLE PROTEIN
BCR/ABL p210 fusion protein,CHEMBL6105,CHIMERIC PROTEIN
Kinesin-like protein KIF3B,CHEMBL6109,SINGLE PROTEIN
Lysine-specific histone demethylase 1A,CHEMBL6136,SINGLE PROTEIN
Lysine-specific demethylase 4D,CHEMBL6138,SINGLE PROTEIN
Protein mono-ADP-ribosyltransferase PARP4,CHEMBL6142,SINGLE PROTEIN
G protein-coupled receptor kinase 6,CHEMBL6144,SINGLE PROTEIN
Lysine-specific demethylase 4C,CHEMBL6175,SINGLE PROTEIN
NAD kinase,CHEMBL6177,SINGLE PROTEIN
"NADP-dependent malic enzyme, mitochondrial",CHEMBL6182,SINGLE PROTEIN
Prolyl 4-hydroxylase subunit alpha-2,CHEMBL5640,SINGLE PROTEIN
"V-type proton ATPase subunit B, brain isoform",CHEMBL5641,SINGLE PROTEIN
Serine/threonine-protein kinase Sgk3,CHEMBL6186,SINGLE PROTEIN
Serine/threonine-protein kinase Nek11,CHEMBL5638,SINGLE PROTEIN
Serine/threonine-protein kinase WNK2,CHEMBL5639,SINGLE PROTEIN
Activin receptor type-1C,CHEMBL5642,SINGLE PROTEIN
5'-nucleotidase,CHEMBL5957,SINGLE PROTEIN
Alpha-1-acid glycoprotein 2,CHEMBL5958,SINGLE PROTEIN
Alpha-1-antichymotrypsin,CHEMBL5960,SINGLE PROTEIN
Aldo-keto reductase family 1 member B10,CHEMBL5983,SINGLE PROTEIN
Apolipoprotein A-I,CHEMBL5984,SINGLE PROTEIN
ADP-ribosylation factor 1,CHEMBL5985,SINGLE PROTEIN
ADP-ribosylation factor 5,CHEMBL5986,SINGLE PROTEIN
ADP-ribosylation factor 6,CHEMBL5987,SINGLE PROTEIN
Bcl-2-like protein 10,CHEMBL5988,SINGLE PROTEIN
Baculoviral IAP repeat-containing protein 5,CHEMBL5989,SINGLE PROTEIN
Breast cancer type 1 susceptibility protein,CHEMBL5990,SINGLE PROTEIN
Caspase-14,CHEMBL5991,SINGLE PROTEIN
"Sterol 26-hydroxylase, mitochondrial",CHEMBL5992,SINGLE PROTEIN
"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",CHEMBL5993,SINGLE PROTEIN
C-X-C chemokine receptor type 6,CHEMBL5994,SINGLE PROTEIN
Cytohesin-2,CHEMBL5995,SINGLE PROTEIN
"4-hydroxy-2-oxoglutarate aldolase, mitochondrial",CHEMBL5996,SINGLE PROTEIN
"Deoxyguanosine kinase, mitochondrial",CHEMBL5997,SINGLE PROTEIN
Very-long-chain 3-oxoacyl-CoA reductase,CHEMBL5998,SINGLE PROTEIN
3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7,CHEMBL5999,SINGLE PROTEIN
Dickkopf-related protein 1,CHEMBL6024,SINGLE PROTEIN
DNA polymerase theta,CHEMBL6025,SINGLE PROTEIN
Dual specificity protein phosphatase 1,CHEMBL6026,SINGLE PROTEIN
Segment polarity protein dishevelled homolog DVL-1,CHEMBL6027,SINGLE PROTEIN
Segment polarity protein dishevelled homolog DVL-3,CHEMBL6028,SINGLE PROTEIN
Eukaryotic translation initiation factor 2-alpha kinase 1,CHEMBL6029,SINGLE PROTEIN
Eukaryotic translation initiation factor 2-alpha kinase 3,CHEMBL6030,SINGLE PROTEIN
Histone-lysine N-methyltransferase EHMT1,CHEMBL6031,SINGLE PROTEIN
Histone-lysine N-methyltransferase EHMT2,CHEMBL6032,SINGLE PROTEIN
Glycerophosphocholine cholinephosphodiesterase ENPP6,CHEMBL6033,SINGLE PROTEIN
Ectonucleotide pyrophosphatase/phosphodiesterase family member 7,CHEMBL6058,SINGLE PROTEIN
Ephrin type-B receptor 6,CHEMBL5836,SINGLE PROTEIN
Erythropoietin,CHEMBL5837,SINGLE PROTEIN
Receptor tyrosine-protein kinase erbB-3,CHEMBL5838,SINGLE PROTEIN
Delta(14)-sterol reductase TM7SF2,CHEMBL5839,SINGLE PROTEIN
Acyl-CoA (8-3)-desaturase,CHEMBL5840,SINGLE PROTEIN
Low affinity immunoglobulin gamma Fc region receptor II-a,CHEMBL5841,SINGLE PROTEIN
Low affinity immunoglobulin gamma Fc region receptor III-B,CHEMBL5842,SINGLE PROTEIN
UDP-glucose 4-epimerase,CHEMBL5843,SINGLE PROTEIN
Glucagon-like peptide 2 receptor,CHEMBL5844,SINGLE PROTEIN
Glycine receptor subunit alpha-1,CHEMBL5845,SINGLE PROTEIN
Glycine receptor subunit alpha-2,CHEMBL5871,SINGLE PROTEIN
G-protein coupled estrogen receptor 1,CHEMBL5872,SINGLE PROTEIN
"Solute carrier family 2, facilitated glucose transporter member 2",CHEMBL5873,SINGLE PROTEIN
"Solute carrier family 2, facilitated glucose transporter member 4",CHEMBL5874,SINGLE PROTEIN
"Solute carrier family 2, facilitated glucose transporter member 5",CHEMBL5875,SINGLE PROTEIN
Histone H4,CHEMBL5876,SINGLE PROTEIN
Beta-hexosaminidase subunit beta,CHEMBL5877,SINGLE PROTEIN
Adenosine 5'-monophosphoramidase HINT1,CHEMBL5878,SINGLE PROTEIN
Hematopoietic prostaglandin D synthase,CHEMBL5879,SINGLE PROTEIN
Interleukin-2,CHEMBL5880,SINGLE PROTEIN
Insulin,CHEMBL5881,SINGLE PROTEIN
Integrin alpha-10,CHEMBL5882,SINGLE PROTEIN
Integrin alpha-11,CHEMBL5883,SINGLE PROTEIN
Voltage-gated potassium channel subunit beta-1,CHEMBL5884,SINGLE PROTEIN
A-type voltage-gated potassium channel KCND2,CHEMBL5885,SINGLE PROTEIN
Leptin receptor,CHEMBL5913,SINGLE PROTEIN
Mitogen-activated protein kinase kinase kinase 2,CHEMBL5914,SINGLE PROTEIN
"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",CHEMBL5915,SINGLE PROTEIN
Membrane-bound transcription factor site-1 protease,CHEMBL5916,SINGLE PROTEIN
"Malate dehydrogenase, mitochondrial",CHEMBL5917,SINGLE PROTEIN
ATP-binding cassette sub-family C member 3,CHEMBL5918,SINGLE PROTEIN
Myeloid differentiation primary response protein MyD88,CHEMBL5919,SINGLE PROTEIN
N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,CHEMBL5920,SINGLE PROTEIN
Protein O-GlcNAcase,CHEMBL5921,SINGLE PROTEIN
Nuclear receptor corepressor 2,CHEMBL5949,SINGLE PROTEIN
Sterol carrier protein 2,CHEMBL5950,SINGLE PROTEIN
Neuropeptide FF receptor 1,CHEMBL5951,SINGLE PROTEIN
Neuropeptide FF receptor 2,CHEMBL5952,SINGLE PROTEIN
RAS guanyl-releasing protein 1,CHEMBL5953,SINGLE PROTEIN
"Ornithine aminotransferase, mitochondrial",CHEMBL5954,SINGLE PROTEIN
UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,CHEMBL5955,SINGLE PROTEIN
Protein-arginine deiminase type-4,CHEMBL6111,SINGLE PROTEIN
Protocadherin-15,CHEMBL6112,SINGLE PROTEIN
Phosphoethanolamine/phosphocholine phosphatase,CHEMBL6113,SINGLE PROTEIN
Phospholipase A-2-activating protein,CHEMBL6114,SINGLE PROTEIN
Lysosomal protective protein,CHEMBL6115,SINGLE PROTEIN
Peroxisome proliferator-activated receptor gamma coactivator 1-alpha,CHEMBL6116,SINGLE PROTEIN
Tyrosine-protein phosphatase non-receptor type 9,CHEMBL6117,SINGLE PROTEIN
Quinone oxidoreductase,CHEMBL6118,SINGLE PROTEIN
Small ribosomal subunit protein uS2,CHEMBL6119,SINGLE PROTEIN
Solute carrier family 22 member 12,CHEMBL6120,SINGLE PROTEIN
Serine/threonine-protein kinase SIK3,CHEMBL6149,SINGLE PROTEIN
Serine/threonine-protein kinase 32A,CHEMBL6150,SINGLE PROTEIN
Serine/threonine-protein kinase 31,CHEMBL6151,SINGLE PROTEIN
Alpha-synuclein,CHEMBL6152,SINGLE PROTEIN
Threonine aspartase 1,CHEMBL6153,SINGLE PROTEIN
Poly [ADP-ribose] polymerase tankyrase-2,CHEMBL6154,SINGLE PROTEIN
Thiamine pyrophosphokinase 1,CHEMBL6155,SINGLE PROTEIN
Tripeptidyl-peptidase 2,CHEMBL6156,SINGLE PROTEIN
Tumor susceptibility gene 101 protein,CHEMBL6157,SINGLE PROTEIN
Ubiquitin carboxyl-terminal hydrolase 5,CHEMBL6158,SINGLE PROTEIN
Ubiquitin carboxyl-terminal hydrolase isozyme L1,CHEMBL6159,SINGLE PROTEIN
Ubiquitin carboxyl-terminal hydrolase isozyme L3,CHEMBL6195,SINGLE PROTEIN
UDP-glucuronosyltransferase 2B4,CHEMBL6196,SINGLE PROTEIN
UDP-glucuronosyltransferase 2B10,CHEMBL6160,SINGLE PROTEIN
UDP-glucuronosyltransferase 2B15,CHEMBL6161,SINGLE PROTEIN
UDP-glucuronosyltransferase 2B28,CHEMBL6189,SINGLE PROTEIN
Voltage-dependent anion-selective channel protein 2,CHEMBL6190,SINGLE PROTEIN
Mitogen-activated protein kinase kinase kinase 19,CHEMBL6191,SINGLE PROTEIN
Toll-like receptor 3,CHEMBL1075113,SINGLE PROTEIN
Echinoderm microtubule-associated protein-like 4,CHEMBL1075114,SINGLE PROTEIN
Dual specificity tyrosine-phosphorylation-regulated kinase 4,CHEMBL1075115,SINGLE PROTEIN
DNA-binding protein inhibitor ID-1,CHEMBL1075116,SINGLE PROTEIN
Kinesin-like protein KIFC3,CHEMBL1075119,SINGLE PROTEIN
Diacylglycerol kinase delta,CHEMBL1075120,SINGLE PROTEIN
Serine hydrolase RBBP9,CHEMBL1075121,SINGLE PROTEIN
Pyruvate kinase PKLR,CHEMBL1075126,SINGLE PROTEIN
Baculoviral IAP repeat-containing protein 7,CHEMBL1075127,SINGLE PROTEIN
Cofilin-1,CHEMBL1075129,SINGLE PROTEIN
Lactase/phlorizin hydrolase,CHEMBL1075131,SINGLE PROTEIN
Endoplasmin,CHEMBL1075323,SINGLE PROTEIN
"Heat shock protein 75 kDa, mitochondrial",CHEMBL1075132,SINGLE PROTEIN
Rhodopsin kinase GRK7,CHEMBL1075133,SINGLE PROTEIN
Proteasome assembly chaperone 3,CHEMBL1075137,SINGLE PROTEIN
Tyrosyl-DNA phosphodiesterase 1,CHEMBL1075138,SINGLE PROTEIN
Ribosomal L1 domain-containing protein 1,CHEMBL1075139,SINGLE PROTEIN
Neuromedin-U receptor 2,CHEMBL1075144,SINGLE PROTEIN
Transitional endoplasmic reticulum ATPase,CHEMBL1075145,SINGLE PROTEIN
Diacylglycerol kinase gamma,CHEMBL1075157,SINGLE PROTEIN
Cystine/glutamate transporter,CHEMBL1075149,SINGLE PROTEIN
Glucokinase regulatory protein,CHEMBL1075152,SINGLE PROTEIN
Tumor necrosis factor receptor superfamily member 10B,CHEMBL1075153,SINGLE PROTEIN
Serine/threonine-protein kinase 38,CHEMBL1075155,SINGLE PROTEIN
Uracil nucleotide/cysteinyl leukotriene receptor,CHEMBL1075162,SINGLE PROTEIN
Serine/threonine-protein kinase haspin,CHEMBL1075163,SINGLE PROTEIN
Phosphatidylinositol 3-kinase catalytic subunit type 3,CHEMBL1075165,SINGLE PROTEIN
G protein-coupled receptor kinase 3,CHEMBL1075166,SINGLE PROTEIN
Homeodomain-interacting protein kinase 4,CHEMBL1075167,SINGLE PROTEIN
Protein tyrosine phosphatase type IVA 1,CHEMBL1075169,SINGLE PROTEIN
Proto-oncogene serine/threonine-protein kinase mos,CHEMBL1075184,SINGLE PROTEIN
Serine/threonine-protein kinase WNK1,CHEMBL1075173,SINGLE PROTEIN
Neuromedin-U receptor 1,CHEMBL1075178,SINGLE PROTEIN
CD81 antigen,CHEMBL1075180,SINGLE PROTEIN
Pyridoxal kinase,CHEMBL1075181,SINGLE PROTEIN
Kinesin-like protein KIF3C,CHEMBL1075196,SINGLE PROTEIN
Diacylglycerol kinase epsilon,CHEMBL1075187,SINGLE PROTEIN
Pyruvate kinase PKM,CHEMBL1075189,SINGLE PROTEIN
Serine/threonine-protein kinase TAO2,CHEMBL1075195,SINGLE PROTEIN
Glycine receptor subunit alpha-3,CHEMBL1075092,SINGLE PROTEIN
Nuclear factor erythroid 2-related factor 2,CHEMBL1075094,SINGLE PROTEIN
Arginase-1,CHEMBL1075097,SINGLE PROTEIN
Hydroxycarboxylic acid receptor 1,CHEMBL1075101,SINGLE PROTEIN
Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,CHEMBL1075102,SINGLE PROTEIN
Leucine-rich repeat serine/threonine-protein kinase 2,CHEMBL1075104,SINGLE PROTEIN
Protein tyrosine phosphatase type IVA 2,CHEMBL1075105,SINGLE PROTEIN
Vitronectin,CHEMBL1075314,SINGLE PROTEIN
C-X-C chemokine receptor type 5,CHEMBL1075315,SINGLE PROTEIN
WD repeat-containing protein 5,CHEMBL1075317,SINGLE PROTEIN
Transient receptor potential cation channel subfamily M member 8,CHEMBL1075319,SINGLE PROTEIN
G-protein coupled receptor 55,CHEMBL1075322,SINGLE PROTEIN
23132-87,CHEMBL1075382,CELL-LINE
639-V,CHEMBL1075383,CELL-LINE
647-V,CHEMBL1075384,CELL-LINE
769-P,CHEMBL1075385,CELL-LINE
8305C,CHEMBL1075386,CELL-LINE
8505C,CHEMBL1075387,CELL-LINE
ABC-1,CHEMBL1075391,CELL-LINE
AN3-CA,CHEMBL1075392,CELL-LINE
AU565,CHEMBL1075393,CELL-LINE
BCPAP,CHEMBL1075394,CELL-LINE
BEN,CHEMBL1075395,CELL-LINE
BFTC-905,CHEMBL1075396,CELL-LINE
BFTC-909,CHEMBL1075397,CELL-LINE
BHT-101,CHEMBL1075398,CELL-LINE
BHY,CHEMBL1075399,CELL-LINE
C-4-II,CHEMBL1075400,CELL-LINE
C32,CHEMBL1075401,CELL-LINE
C3A,CHEMBL1075402,CELL-LINE
Ca-Ski,CHEMBL1075403,CELL-LINE
Ca9-22,CHEMBL1075404,CELL-LINE
CAL-120,CHEMBL1075405,CELL-LINE
CAL-12T,CHEMBL1075406,CELL-LINE
CAL-148,CHEMBL1075407,CELL-LINE
CAL-27,CHEMBL1075408,CELL-LINE
CAL-33,CHEMBL1075409,CELL-LINE
