assay_chembl_id,canonical_smiles,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value,confidence_score,pValue,mol_weight
CHEMBL3883067,COc1cc2c(Nc3ccc(Br)c(Cl)c3Cl)ncnc2cc1O[C@@H]1C[C@H]2OC[C@H](OC)[C@H]2O1,CHEMBL3895424,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,557.2280000000003
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(-c2cccnc2)cs1,CHEMBL3896044,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,510.40600000000023
CHEMBL5732895,COc1cc2c(Nc3ccc(F)cc3C(F)(F)F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5838216,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,483.3930000000002
CHEMBL5732895,COc1cc2c(Nc3cc(Br)cc(C(F)(F)F)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL6060325,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,544.2990000000002
CHEMBL5732895,COc1cc2c(Nc3ccccc3Br)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL6029089,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,476.30200000000025
CHEMBL5732895,COc1cc2c(Nc3ccc(Br)cc3Cl)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5828411,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,510.74700000000024
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL6061231,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,484.28600000000023
CHEMBL5732895,COc1cc2c(Nc3cc(Cl)c(Br)cc3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5791809,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,528.7370000000003
CHEMBL5732895,COc1cc2c(Nc3cc(F)c(F)cc3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5843709,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,451.3760000000002
CHEMBL5732895,COc1cc2c(Nc3c(F)cc(F)cc3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5823762,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,451.3760000000002
CHEMBL5732895,COc1cc2c(Nc3cc(F)c(Oc4ccc(Cl)cc4)c(F)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5834359,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,559.9280000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5991121,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,528.7370000000003
CHEMBL5732895,COc1cc2c(Nc3ccc(Br)c(Cl)c3Cl)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5961726,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,545.1920000000003
CHEMBL5732895,COc1cc2c(Nc3cc(F)c(Br)c(Cl)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL6037461,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,528.7370000000003
CHEMBL5732895,COc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5914613,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,484.28600000000023
CHEMBL5738939,C=CC(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c21,CHEMBL5975589,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,490.9220000000002
CHEMBL5738939,C=CC(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c21,CHEMBL5910157,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,473.92000000000024
CHEMBL3883067,COc1cc2c(Nc3cc(Cl)c(Br)cc3F)ncnc2cc1OC[C@@H]1CN2CCC[C@H]2CO1,CHEMBL3968522,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,537.8170000000003
CHEMBL5732895,COc1cc2c(Nc3ccc(C(F)(F)F)cc3Br)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5959624,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,544.2990000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL6064751,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,466.2960000000002
CHEMBL5732895,COc1cc2c(Nc3c(F)cc(F)cc3Br)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5984315,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,512.2820000000003
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(C(F)(F)F)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5962818,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,499.84800000000024
CHEMBL5732895,COc1cc2c(Nc3cc(C(F)(F)F)ccc3Cl)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5900211,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,499.84800000000024
CHEMBL853149,CNC(=O)[C@H]1CCCN1Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,CHEMBL383760,7.30,IC50,nM,50.0,IC50,uM,0.05,9,7.30102999566398,443.91000000000014
CHEMBL5731513,Fc1cc(Nc2ncnc3cc(OC4CCOC4)c4c(c23)OCCO4)ccc1Cl,CHEMBL5892607,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,417.8240000000002
CHEMBL1647391,Cc1ccc(Nc2ncnn3ccc(CN4CCC(N)CC4)c23)cc1,CHEMBL1645471,7.30,IC50,nM,50.0,IC50,uM,0.05,8,7.30102999566398,336.4430000000001
CHEMBL5732895,COc1cc2c(Nc3cccc(C(F)(F)F)c3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5819067,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,483.3930000000002
CHEMBL5732895,COc1cc2c(Nc3cc(C(F)(F)F)ccc3Br)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5836725,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,544.2990000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(CN2CCN(C)CC2)no1,CHEMBL3939199,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,530.4160000000004
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(C2CCNCC2)n1,CHEMBL3959559,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,501.37400000000036
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(C2CCN(C)CC2)n1,CHEMBL3960132,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,515.4010000000004
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(CN2CCOCC2)no1,CHEMBL3944984,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,517.3730000000004
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CNCCO1,CHEMBL3924779,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,435.31100000000026
CHEMBL5732895,COc1cc2c(Nc3ccccc3Cl)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5904858,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,431.8510000000002
CHEMBL5732895,COc1cc2c(Nc3ccccc3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5824152,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,415.3960000000002
CHEMBL5732895,COc1cc2c(Nc3cccc(Cl)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL6009389,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,431.8510000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)cc3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5922683,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,431.8510000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)cc3Cl)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5982254,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,466.2960000000002
CHEMBL5732895,COc1cc2c(Nc3cc(Cl)ccc3Cl)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5996590,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,466.2960000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(CN(C)C)no1,CHEMBL3936440,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,475.3360000000003
CHEMBL5732895,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5925076,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,476.30200000000025
CHEMBL5732895,COc1cc2c(Nc3ccc(Br)cc3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5740332,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,476.30200000000025
CHEMBL5732895,COc1cc2c(Nc3ccc(C)c(Br)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5829100,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,490.32900000000024
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)cc3C)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5985492,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,445.8780000000002
CHEMBL5732895,COc1cc2c(Nc3cc(C)cc(C)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5873965,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,425.4600000000002
CHEMBL5732895,COc1ccc(OC)c(Nc2ncnc3cc(O[C@@H]4CO[C@@H]5[C@H]4OC[C@H]5F)c(OC)cc23)c1,CHEMBL5969994,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,457.45800000000025
CHEMBL5732895,COc1cc(OC)c(Nc2ncnc3cc(O[C@@H]4CO[C@@H]5[C@H]4OC[C@H]5F)c(OC)cc23)cc1Cl,CHEMBL5773707,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,491.90300000000025
CHEMBL5732895,COc1cc(Nc2ncnc3cc(O[C@@H]4CO[C@@H]5[C@H]4OC[C@H]5F)c(OC)cc23)c(OC)cc1Cl,CHEMBL5939850,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,491.90300000000025
CHEMBL5732895,COc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5954252,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,467.8310000000002
CHEMBL5257509,CCN(CC)CCON=C1/C(=C/c2cc(OC)c(OC)c(OC)c2Br)CN(C)C/C1=C\c1cc(OC)c(OC)c(OC)c1Br,CHEMBL5271106,7.30,IC50,nM,50.0,IC50,uM,0.05,9,7.30102999566398,741.5180000000001
CHEMBL5738939,COc1ccccc1Oc1ccc(Nc2ncnc3ccc4c(c23)OCCN4C(=O)/C=C/CN(C)C)cc1,CHEMBL5939502,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,511.58200000000033
CHEMBL5738939,COc1cccc(Oc2ccc(Nc3ncnc4ccc5c(c34)OCCN5C(=O)/C=C/CN(C)C)cc2)c1,CHEMBL5984529,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,511.5820000000004
CHEMBL3883067,COc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OC[C@H]1CN2CCOC[C@H]2CO1,CHEMBL3956820,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,492.91000000000037
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCOC[C@H]2CO1,CHEMBL3893890,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,509.3650000000004
CHEMBL3883067,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCOC[C@H]2CO1,CHEMBL3928396,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,553.8160000000004
CHEMBL3883067,COc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCOC[C@H]2CO1,CHEMBL3946242,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,492.91000000000037
CHEMBL3883067,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@@H]1C[C@H]2OCC3(OCCO3)[C@H]2O1,CHEMBL3964605,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,550.7930000000003
CHEMBL3883067,COc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1O[C@@H]1C[C@H]2OC[C@H](OC)[C@H]2O1,CHEMBL3955486,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,479.86700000000025
CHEMBL3883067,COc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1O[C@@H]1C[C@H]2OC[C@H](OC)[C@H]2O1,CHEMBL3924380,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,496.3220000000003
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C)CCCO1,CHEMBL3926466,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,463.36500000000035
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(C2CCCN(C)C2)n1,CHEMBL3916706,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,515.4010000000004
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(C(C)(C)C)n1,CHEMBL5998007,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,474.3480000000003
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nsc(-c2ccccc2)n1,CHEMBL5934250,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,510.40600000000023
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1cccc2nsnc12,CHEMBL6055060,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,484.3680000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1cc(C)on1,CHEMBL5917288,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,431.2790000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(CN(C)C)n1,CHEMBL3928212,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,475.3360000000003
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C)CCO1,CHEMBL3951527,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,449.3380000000003
CHEMBL3883067,COc1cc2c(Nc3ccc(Br)c(Cl)c3Cl)ncnc2cc1OC[C@H]1CN2CCCC[C@H]2CO1,CHEMBL3968192,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,568.2990000000003
CHEMBL3883067,COc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OC[C@H]1CN2CCOC[C@H]2CO1,CHEMBL3977450,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,509.3650000000004
CHEMBL1009318,O=C(O[C@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,CHEMBL450396,7.30,IC50,nM,50.0,IC50,nM,50.0,8,7.30102999566398,608.0949999999999
CHEMBL5738939,CN(C)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(SCc4ccccc4)cc3)c21,CHEMBL5939685,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,511.6510000000002
CHEMBL5738939,CN(C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c21)C1CCC1,CHEMBL5769005,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,571.081
CHEMBL5738939,CN(C)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(Oc4ccccc4)c(Cl)c3)c21,CHEMBL5839705,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,516.0010000000001
CHEMBL5738939,CN(C)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4cccc(Cl)c4)cc3)c21,CHEMBL5760365,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,530.0280000000001
CHEMBL3883067,COc1cc2c(Nc3cc(Cl)c(Br)cc3F)ncnc2cc1OC[C@H]1CN2CCOC[C@H]2CO1,CHEMBL3959516,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,553.8160000000004
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCCC[C@@H]2C(=O)N1,CHEMBL3900059,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,520.3920000000004
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nsc(CN2CCOCC2)n1,CHEMBL5852090,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,533.4410000000003
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nsc(CN2CCN(C)CC2)n1,CHEMBL5814404,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,546.4840000000002
CHEMBL3883067,COc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OC[C@@H]1CN2CCOC[C@H]2CO1,CHEMBL3908311,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,509.3650000000004
CHEMBL3883067,COc1cc2c(Nc3ccc(Br)c(Cl)c3Cl)ncnc2cc1OC[C@@H]1CN2CCOC[C@H]2CO1,CHEMBL3905501,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,570.2710000000002
CHEMBL5738939,CN(C)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(Sc4ccc(F)cc4)cc3)c21,CHEMBL5889783,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,515.6140000000001
CHEMBL5738939,CC(C)N(C)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c21,CHEMBL5914441,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,559.0700000000002
CHEMBL5738939,O=C(/C=C/CN1CCCC1)N1CCOc2c1ccc1ncnc(Nc3ccc(Oc4ccccc4)cc3)c21,CHEMBL5906911,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,507.5940000000002
CHEMBL5738939,CCN(CC)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(Oc4ccccc4)cc3)c21,CHEMBL6016586,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,509.6100000000002
CHEMBL5738939,O=C(/C=C/CN1CCCCC1)N1CCOc2c1ccc1ncnc(Nc3ccc(Oc4ccccc4)cc3)c21,CHEMBL5775764,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,521.6210000000002
CHEMBL5738939,O=C(/C=C/CN1CCOCC1)N1CCOc2c1ccc1ncnc(Nc3ccc(Oc4ccccc4)cc3)c21,CHEMBL5908188,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,523.5930000000002
CHEMBL5738939,CN1CCN(C/C=C/C(=O)N2CCOc3c2ccc2ncnc(Nc4ccc(Oc5ccccc5)cc4)c32)CC1,CHEMBL6058614,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,536.6360000000001
CHEMBL5738939,O=C(/C=C/CN1CCOCC1)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c21,CHEMBL5800828,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,590.0550000000002
CHEMBL5738939,CN1CCN(C/C=C/C(=O)N2CCOc3c2ccc2ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c32)CC1,CHEMBL5958252,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,586.096
CHEMBL5738939,CCN(CC)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c21,CHEMBL5830859,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,559.0700000000002
CHEMBL5738939,COc1cc(Nc2ncnc3ccc4c(c23)OCCN4C(=O)/C=C/CN(C)C)ccc1OCc1cccc(F)c1,CHEMBL6065630,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,543.5990000000003
CHEMBL5738939,CN(C)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4cccc(F)c4)c(F)c3)c21,CHEMBL5766247,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,531.5630000000002
CHEMBL5738939,CN1CCN(C/C=C/C(=O)N2CCOc3c2ccc2ncnc(Nc4ccc(Oc5ccn6ncnc6c5)c(Cl)c4)c32)CC1,CHEMBL5963266,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,612.0939999999999
CHEMBL5738939,CN(C)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4ccc(F)cc4)cc3)c21,CHEMBL6066006,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,513.5730000000002
CHEMBL5738939,CN(C)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4cccc(F)c4)c(C(F)(F)F)c3)c21,CHEMBL6046750,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,581.5700000000003
CHEMBL5738939,O=C(/C=C/CN1CCCC1)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c21,CHEMBL5886410,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,557.0540000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CNCCCO1,CHEMBL3935392,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,449.3380000000003
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(C2CCCNC2)n1,CHEMBL3985163,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,501.37400000000036
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(C2CCCCN2C)n1,CHEMBL3984168,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,515.4010000000004
CHEMBL5738939,CN(C)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4cccc(C(F)(F)F)c4)cc3)c21,CHEMBL6060987,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,563.5800000000002
CHEMBL5738939,CN(C)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4cccc(F)c4)cc3)c21,CHEMBL5791854,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,513.5730000000002
CHEMBL5738939,CN(C)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4nccs4)cc3)c21,CHEMBL5969879,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,502.6000000000002
CHEMBL1963766,COc1cccc(Nc2ncnc3ccccc23)c1,CHEMBL117697,7.30,Ki,nM,50.12,pKi,,7.3,8,7.299988937677886,251.28900000000002
CHEMBL1963766,Clc1ccc(-c2n[nH]cc2-c2ccncn2)cc1Cl,CHEMBL1984191,7.30,Ki,nM,50.12,pKi,,7.3,8,7.299988937677886,291.141
CHEMBL4832126,O=C(COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(=O)NO)n2)cc1)NO,CHEMBL4851795,7.30,IC50,nM,50.22,IC50,nM,50.22,9,7.299123291623095,444.8350000000001
CHEMBL924351,Fc1ccc(Nc2ncnc3ccc(C#CCN4CCOCC4)cc23)cc1Cl,CHEMBL251498,7.30,IC50,nM,50.3,IC50,nM,50.3,8,7.298432014944072,396.8530000000002
CHEMBL2033041,C=CC(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c(C#N)cnc2cc1OCC,CHEMBL2031310,7.29,IC50,nM,50.7,IC50,nM,50.7,9,7.2949920406666635,499.95800000000025
CHEMBL4843876,C#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(OC)cc5)cc4)[nH]c23)CC1,CHEMBL4856592,7.29,IC50,nM,50.8,IC50,nM,50.8,9,7.294136287716079,483.52800000000025
CHEMBL4410222,CCc1ccc(C(=O)/C=C\C(=O)O[C@H](CC=C(C)C)C2=CC(=O)c3c(O)ccc(O)c3C2=O)cc1,CHEMBL4529521,7.29,IC50,nM,50.8,IC50,nM,50.8,9,7.294136287716079,474.50900000000024
CHEMBL4721180,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cccc([N+](=O)[O-])c1,CHEMBL4759414,7.29,IC50,nM,50.9,IC50,nM,50.9,9,7.29328221766324,581.0040000000005
CHEMBL5736995,CC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3ccc(C#N)nc3)cc12,CHEMBL5764068,7.29,IC50,nM,51.0,IC50,nM,51.0,9,7.292429823902062,572.599
