assay_chembl_id,canonical_smiles,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value,confidence_score,pValue,mol_weight
CHEMBL5732895,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OCC21OCCO1,CHEMBL5995449,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,550.7930000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC,CHEMBL6015647,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,479.86700000000025
CHEMBL5732895,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@@H]1C[C@@H]2CN(C(C)=O)C[C@@H]2C1,CHEMBL6011463,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,563.8550000000001
CHEMBL3883067,COc1cc2c(Nc3cc(Cl)c(Br)cc3F)ncnc2cc1OC[C@@H]1CN2CCOC[C@H]2CO1,CHEMBL3924147,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,553.8160000000004
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@H]1CN2CCOC[C@H]2CO1,CHEMBL3971781,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,509.3650000000004
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(C2CCN(C)CC2)n1,CHEMBL3898088,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,530.4810000000002
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(N2CCN(C(=O)OC(C)(C)C)CC2)no1,CHEMBL3900858,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,602.4790000000002
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(N2CCNCC2)no1,CHEMBL3957171,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,502.36200000000036
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(C2CCCN(C)C2)n1,CHEMBL3930406,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,530.4810000000002
CHEMBL5342459,Cc1ccc(CN(C)c2ncnc3[nH]c(-c4ccc(CO)cc4)cc23)cc1,CHEMBL5414964,7.30,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,358.4450000000001
CHEMBL5732895,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCC[C@H]2CO1,CHEMBL3962487,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,537.8170000000003
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(COCc2ccccc2)no1,CHEMBL3984213,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,538.3910000000003
CHEMBL881943,CCOC(=O)c1cn2ncnc(Nc3ccc4[nH]ncc4c3)c2c1CC,CHEMBL372112,7.30,IC50,nM,50.0,IC50,uM,0.05,9,7.30102999566398,350.3820000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(N(C)C)no1,CHEMBL3960730,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,461.30900000000025
CHEMBL3883067,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@H]1CN2CCOC[C@H]2CO1,CHEMBL3914441,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,553.8160000000004
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1cc(-c2ccccc2)no1,CHEMBL5823015,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,493.35000000000025
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1c(C)cc(C)cc1C,CHEMBL6020498,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,468.3840000000003
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1cccnc1,CHEMBL3965901,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,427.29100000000017
CHEMBL5732895,COc1ccc(-c2cc(COc3cc4ncnc(Nc5ccc(Cl)c(Cl)c5)c4cc3OC)on2)cc1,CHEMBL5895889,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,523.3760000000002
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OC[C@H]1CN2CCC[C@@H]2CO1,CHEMBL3917220,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,475.3760000000004
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OC[C@@H]1CN2CCC[C@@H]2CO1,CHEMBL3977759,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,475.3760000000004
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OC[C@@H]1CN2CCC[C@H]2CO1,CHEMBL3928883,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,475.3760000000004
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OC[C@H]1CN2CCC[C@H]2CO1,CHEMBL3931623,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,475.3760000000004
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(C2CCCCN2)n1,CHEMBL3962335,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,501.37400000000036
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nsc(CN(C)C)n1,CHEMBL5919261,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,491.4040000000003
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(Cc2ccccc2)CCO1,CHEMBL3934158,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,525.4360000000004
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C(=O)OC(C)(C)C)CCO1,CHEMBL3924455,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,535.4280000000003
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CO[C@@H]2C(OC)CO[C@H]12,CHEMBL5922810,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,492.3590000000003
CHEMBL5732895,COc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OC[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC,CHEMBL3931427,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,510.34900000000033
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCN1C(=O)c2ccccc2C1=O,CHEMBL3909626,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,509.34900000000033
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(CS(=O)(=O)c2ccccn2)no1,CHEMBL3903022,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,573.4180000000002
CHEMBL680022,O=C(NOCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,CHEMBL355294,7.30,IC50,nM,50.0,IC50,uM,0.05,9,7.30102999566398,380.40000000000003
CHEMBL5738939,C=CC(=O)N1CCOc2c1ccc1ncnc(Oc3ccc(OCc4cccc(F)c4)cc3)c21,CHEMBL5964890,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,457.46100000000024
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(-c2ccc(C(F)(F)F)cc2)n1,CHEMBL3983201,7.30,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,577.4150000000003
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(-c2ccc(Cl)cc2)n1,CHEMBL3963620,7.30,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,543.8630000000002
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(-c2ccc(O)c(C(N)=O)c2)cs1,CHEMBL3943632,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,568.4420000000003
CHEMBL5738939,C=CC(=O)N1CCOc2c1ccc1ncnc(Oc3ccc(Oc4ccccc4)cc3)c21,CHEMBL5813129,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,425.4440000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1c(C(F)(F)F)nn(C)c1Oc1ccc(Cl)cc1Cl,CHEMBL5743303,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,659.2790000000001
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CC1,CHEMBL3928696,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,390.2700000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CCCO1,CHEMBL3926038,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,420.2960000000003
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OC1CCCC1,CHEMBL3952048,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,404.29700000000025
CHEMBL3883067,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2OS(C)(=O)=O,CHEMBL3986082,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,586.8480000000003
CHEMBL5738939,C=CC(=O)N1CCOc2c1ccc1ncnc(Oc3ccc(OCc4ccccn4)c(Cl)c3)c21,CHEMBL5958525,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,474.9040000000003
CHEMBL5738939,C=CC(=O)N1CCOc2c1ccc1ncnc(Oc3ccc(OCc4cccc(F)c4)c(Cl)c3)c21,CHEMBL5982624,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,491.90600000000023
CHEMBL5738939,C=CC(=O)N1CCOc2c1ccc1ncnc(Oc3ccc(Oc4ccc(F)cc4)cc3)c21,CHEMBL6003678,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,443.4340000000002
CHEMBL5738939,C=CC(=O)N1CCOc2c1ccc1ncnc(Oc3ccc(OCc4ccccn4)cc3)c21,CHEMBL5954346,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,440.45900000000023
CHEMBL5738939,C=CC(=O)N1CCOc2c1ccc1ncnc(Oc3ccc(OCc4ccccc4F)cc3)c21,CHEMBL5956688,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,457.46100000000024
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(N2CCN(C)CC2)no1,CHEMBL3959857,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,516.3890000000004
CHEMBL3883067,CCN1CCN(c2noc(COc3cc4ncnc(Nc5ccc(Cl)c(Cl)c5)c4cc3OC)n2)CC1,CHEMBL3977320,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,530.416
CHEMBL3883067,COc1ccc(-c2nc(COc3cc4ncnc(Nc5ccc(Cl)c(Cl)c5)c4cc3OC)no2)cc1,CHEMBL3985840,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,524.3640000000003
CHEMBL5732895,COc1cc2c(Nc3cccc(Br)c3C)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC,CHEMBL3895458,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,502.3650000000003
CHEMBL5732895,COc1cc2c(Nc3cccc(Cl)c3C)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC,CHEMBL3959160,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,457.91400000000027
CHEMBL5732895,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@@H]2CCO[C@H]12,CHEMBL3932115,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,492.7570000000003
CHEMBL5732895,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@@H]2[C@@H](OC)[C@H](OC)O[C@@H]21,CHEMBL5849877,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,552.8090000000003
CHEMBL5732895,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC(F)F,CHEMBL3921689,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,558.7630000000004
CHEMBL5732895,COc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC,CHEMBL3955359,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,461.8770000000003
CHEMBL5732895,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC,CHEMBL3910031,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,522.7830000000002
CHEMBL5732895,CCO[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Oc1cc2ncnc(Nc3ccc(Br)c(Cl)c3)c2cc1OC,CHEMBL3907230,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,536.8100000000002
CHEMBL5732895,COc1cc2c(Nc3cc(Cl)ccc3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5807404,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,449.84100000000024
CHEMBL5732895,COc1cc2c(Nc3cc(F)cc(F)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5954521,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,433.3860000000002
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(N2CCOCC2)no1,CHEMBL3936025,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,503.3460000000004
CHEMBL3883067,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC,CHEMBL3929354,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,522.7830000000002
CHEMBL5732895,COc1cc2c(Nc3cccc(F)c3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5932122,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,433.3860000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL6017984,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,449.84100000000024
CHEMBL3883067,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,CHEMBL3945028,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,508.75600000000026
CHEMBL5732895,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@@H]2C3OC(C)(C)O[C@H]3O[C@H]12,CHEMBL5923072,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,564.8200000000003
CHEMBL5732895,C=C1CO[C@@H]2[C@@H](Oc3cc4ncnc(Nc5ccc(Br)c(Cl)c5)c4cc3OC)CO[C@H]12,CHEMBL5782623,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,504.7680000000002
CHEMBL5738939,Cc1ccc(F)c(Oc2ccc(Nc3ncnc4ccc5c(c34)OCCN5C(=O)/C=C/CN(C)C)cc2)c1,CHEMBL5974648,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,513.5730000000004
CHEMBL5738939,CN(C)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(Oc4cc(Cl)ccc4F)cc3)c21,CHEMBL6011030,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,533.9910000000001
CHEMBL5738939,C=CC(=O)N1CCOc2c1ccc1ncnc(Oc3ccc(OCc4ccc(F)cc4)cc3)c21,CHEMBL5848199,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,457.46100000000024
CHEMBL5738939,CN(C)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)cc3)c21,CHEMBL5778593,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,549.5530000000001
CHEMBL923201,CC1(N)CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,CHEMBL393264,7.30,IC50,nM,50.0,IC50,uM,0.05,9,7.30102999566398,484.5830000000003
CHEMBL5738939,CN(C)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(Oc4ccccc4)cc3)c21,CHEMBL5804311,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,481.55600000000015
CHEMBL923201,N[C@H]1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,CHEMBL246687,7.30,IC50,nM,50.0,IC50,uM,0.05,9,7.30102999566398,456.5290000000002
CHEMBL5738939,C=CC(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(Oc4ccccc4)cc3)c21,CHEMBL5972050,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,424.46000000000015
CHEMBL5732895,COc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC,CHEMBL6041564,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,496.3220000000003
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3Cl)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5747578,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,500.74100000000027
CHEMBL5732895,COc1cc2c(Nc3cc(Cl)c(Cl)c(Cl)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5892955,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,500.74100000000027
CHEMBL5732895,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5963200,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,494.29200000000026
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5787188,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,449.84100000000024
CHEMBL5732895,COc1cc2c(Nc3cccc(Cl)c3C)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL6047809,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,445.8780000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(F)c(F)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5949859,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,433.3860000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@@H]2[C@@H](OC)[C@@H](OC)O[C@@H]21,CHEMBL5844542,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,552.8090000000003
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OCC1CCC2CCCCN2C1,CHEMBL5924115,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,505.42100000000045
CHEMBL5732895,COc1cc2c(Nc3ccc(F)c(F)c3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5762296,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,451.3760000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(F)cc3Cl)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5769099,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,449.84100000000024
CHEMBL5732895,COc1cc2c(Nc3ccc(F)cc3Br)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5947290,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,494.2920000000002
CHEMBL5732895,COc1cc2c(Nc3c(F)cccc3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL6011172,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,433.3860000000002
CHEMBL5732895,COc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5772503,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,449.84100000000024
CHEMBL5732895,COc1cc2c(Nc3ccc(F)c(C(F)(F)F)c3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5863753,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,483.3930000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(F)cc3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL6028779,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,433.3860000000002
CHEMBL5732895,COc1cc2c(Nc3cc(F)ccc3F)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,CHEMBL5943207,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,433.3860000000002
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(-c2ccccn2)cs1,CHEMBL3976826,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,510.40600000000023
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(-c2ccncc2)cs1,CHEMBL3916485,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,510.40600000000023
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(N2CCOCC2)n1,CHEMBL3923250,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,518.4260000000004
CHEMBL5738939,CN(C)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c21,CHEMBL5869553,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,548.0180000000001
CHEMBL5738939,CN(C)C/C=C/C(=O)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c21,CHEMBL5808711,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,531.0160000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OC[C@@H]1O[C@@H](OC)[C@@H](O)[C@H](O)[C@H]1O,CHEMBL3949434,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,512.3460000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC(=O)N1CCOCC1,CHEMBL3914264,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,463.32100000000037
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(C2CCCCN2C(=O)OC(C)(C)C)n1,CHEMBL3904510,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,601.4910000000002
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(C2CCN(C(=O)OC(C)(C)C)CC2)n1,CHEMBL3958507,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,601.4910000000001
CHEMBL5732895,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(-c2ccc(N3CCCC3)cc2)cs1,CHEMBL3955873,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,578.5250000000004
CHEMBL5736995,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NC3CCOCC3(C)C)c2c1)C1=CN(C2(C(F)F)CC2)NN1,CHEMBL5818938,7.30,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,613.0880000000003
CHEMBL5738939,O=C(/C=C/CN1CCCCC1)N1CCOc2c1ccc1ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c21,CHEMBL6005574,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,571.0810000000002
CHEMBL3883067,CCN(CC)c1ccc(-c2csc(COc3cc4ncnc(Nc5ccc(Cl)c(Cl)c5)c4cc3OC)n2)cc1,CHEMBL3922630,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,580.5410000000002
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCC[C@H]2C(=O)N1C,CHEMBL3983466,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,520.3920000000004
CHEMBL3883067,COc1cc2c(Nc3cc(Cl)c(Br)cc3F)ncnc2cc1O[C@@H]1C[C@H]2OC[C@H](OC)[C@H]2O1,CHEMBL3946590,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,540.7730000000004
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1O[C@@H]1C[C@H]2OC[C@H](OC)[C@H]2O1,CHEMBL3986404,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,496.3220000000003
CHEMBL3883067,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1O[C@@H]1C[C@H]2OC[C@H](OC)[C@H]2O1,CHEMBL3961005,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,540.7730000000004
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3Cl)ncnc2cc1O[C@@H]1C[C@H]2OC[C@H](OC)[C@H]2O1,CHEMBL3958481,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,512.7770000000003
CHEMBL3883067,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1O[C@@H]1C[C@H]2OC[C@H](OC)[C@H]2O1,CHEMBL3919145,,IC50,nM,50.0,IC50,nM,50.0,9,7.30102999566398,478.3320000000003
