canonical_smiles,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value
Fc1c(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cccc1C(F)(F)F,CHEMBL4093114,,Inhibition,%,55.6,INH,%,55.6
FC(F)(F)c1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,CHEMBL4072348,,Inhibition,%,38.1,INH,%,38.1
FC(F)(F)c1cccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)c1,CHEMBL4085352,,Inhibition,%,57.5,INH,%,57.5
FC(F)(F)c1cc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc(C(F)(F)F)c1,CHEMBL4063757,,Inhibition,%,32.3,INH,%,32.3
S=C(Nc1ccc(Br)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4088760,,Inhibition,%,70.4,INH,%,70.4
S=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)Nc1ccc(Cl)cc1Cl,CHEMBL4067514,,Inhibition,%,66.0,INH,%,66.0
S=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4072928,,Inhibition,%,52.9,INH,%,52.9
S=C(Nc1cc(Cl)cc(Cl)c1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4077419,,Inhibition,%,50.9,INH,%,50.9
CNC(=S)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4092951,,Inhibition,%,92.2,INH,%,92.2
S=C(Nc1cccnc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4065288,,Inhibition,%,90.4,INH,%,90.4
S=C(NCc1ccc(Cl)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4071170,,Inhibition,%,77.5,INH,%,77.5
S=C(NCCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL3815163,,Inhibition,%,91.8,INH,%,91.8
S=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)N1CCOCC1,CHEMBL4062528,,Inhibition,%,84.0,INH,%,84.0
O=C(NCc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4103464,,Inhibition,%,89.9,INH,%,89.9
O=C(Nc1ccc(Cl)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4089588,,Inhibition,%,69.0,INH,%,69.0
Fc1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1F,CHEMBL4061460,,Inhibition,%,44.4,INH,%,44.4
Fc1cc(F)cc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)c1,CHEMBL4065300,,Inhibition,%,87.6,INH,%,87.6
S=C(Nc1cncc(Cl)c1)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,CHEMBL4092966,,Inhibition,%,85.0,INH,%,85.0
FC(F)(F)c1csc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)n1,CHEMBL4073912,,Inhibition,%,56.4,INH,%,56.4
S=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)Nc1ncc(Cl)s1,CHEMBL4072986,,Inhibition,%,60.0,INH,%,60.0
Cc1nnc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)s1,CHEMBL4065503,,Inhibition,%,70.8,INH,%,70.8
FC(F)(F)c1nnc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)s1,CHEMBL4077608,,Inhibition,%,70.7,INH,%,70.7
S=C(Nc1cccc(Cl)c1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4078182,7.39,IC50,nM,41.0,IC50,nM,41.0
CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,CHEMBL1642655,,IC50,nM,19952.62,pIC50,,4.7
COCCn1cc(NC(=O)c2csc(-c3nncn3C(C)C)n2)cn1,CHEMBL4073198,,IC50,nM,19952.62,pIC50,,4.7
CC(C)(C)OC(=O)NCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4071058,8.49,IC50,nM,3.2,IC50,uM,0.0032
C[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4083222,,IC50,nM,100000.0,IC50,uM,100.0
CC(C)[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4070037,,IC50,,,IC50,,
CC(C)C[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4091010,6.84,IC50,nM,145.0,IC50,uM,0.145
CC[C@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4061283,7.26,IC50,nM,55.5,IC50,uM,0.0555
CSCC[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4075867,,IC50,,,IC50,,
Cc1cccc(C)c1Nc1ncnc2ccc(NC(=O)CNC(=O)OC(C)(C)C)cc12,CHEMBL4066232,,IC50,,,IC50,,
COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,CHEMBL202721,6.96,IC50,nM,110.0,IC50,uM,0.11
CC(C)(C)OC(=O)NCC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,CHEMBL4098587,7.77,IC50,nM,17.0,IC50,uM,0.017
C[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,CHEMBL4080555,,IC50,nM,100000.0,IC50,uM,100.0
CC(C)[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,CHEMBL4065828,,IC50,,,IC50,,
CC(C)C[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,CHEMBL4087241,6.85,IC50,nM,140.0,IC50,uM,0.14
CC[C@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,CHEMBL4074450,,IC50,,,IC50,,
CSCC[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,CHEMBL4094922,,IC50,,,IC50,,
CC(C)(C)OC(=O)NCC(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,CHEMBL4084745,,IC50,,,IC50,,
C[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,CHEMBL4102666,,IC50,nM,100000.0,IC50,uM,100.0
CC(C)[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,CHEMBL4092491,5.99,IC50,nM,1021.0,IC50,uM,1.021
CC(C)C[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,CHEMBL4064791,,IC50,,,IC50,,
CC[C@H](C)[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,CHEMBL4100234,,IC50,,,IC50,,
CSCC[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,CHEMBL4077333,,IC50,,,IC50,,
COC(=O)C1=C(Nc2ccccc2Cl)O/C(=C\c2c[nH]c3ncccc23)C1=O,CHEMBL4089159,,Inhibition,%,0.7,INH,%,0.7
COC(=O)C1=C(Nc2ccccc2Cl)O/C(=C\c2c[nH]c3ncccc23)C1=O,CHEMBL4089159,,Inhibition,%,-1.1,INH,%,-1.1
COC(=O)C1=C(Nc2ccccc2Cl)O/C(=C\c2c[nH]c3ncccc23)C1=O,CHEMBL4089159,,Inhibition,%,-6.4,INH,%,-6.4
COC(=O)C1=C(Nc2ccccc2Cl)O/C(=C\c2c[nH]c3ncccc23)C1=O,CHEMBL4089159,,Inhibition,%,-7.6,INH,%,-7.6
COC(=O)C1=C(Nc2ccccc2Cl)O/C(=C\c2c[nH]c3ncccc23)C1=O,CHEMBL4089159,,Inhibition,%,-12.0,INH,%,-12.0
C=CC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4087268,,IC50,nM,1.0,IC50,nM,1.0
CCC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4102577,8.17,IC50,nM,6.8,IC50,nM,6.8
C=CC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SCCNC(=O)CC)nc3-c3ccccc3)ccn2)c1,CHEMBL4079393,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4098072,,IC50,nM,1.0,IC50,nM,1.0
CCC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4094927,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)n1,CHEMBL4100777,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)NCc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4089279,8.31,IC50,nM,4.9,IC50,nM,4.9
C=CC(=O)NCc1cn(Cc2cccc(Nc3cc(-c4[nH]c(SC)nc4-c4ccc(F)cc4)ccn3)c2)nn1,CHEMBL4068092,7.34,IC50,nM,46.0,IC50,nM,46.0
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc4ccccc4c3)ccn2)c1,CHEMBL4096980,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3cccs3)ccn2)c1,CHEMBL4078963,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3cnc(SC)[nH]3)ccn2)c1,CHEMBL4076854,8.25,IC50,nM,5.6,IC50,nM,5.6
CCC(=O)Nc1ccc(OC)c(Nc2cc(-c3cnc(SC)[nH]3)ccn2)c1,CHEMBL4101193,6.44,IC50,nM,360.0,IC50,nM,360.0
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C)ccn2)c1,CHEMBL4086878,8.0,IC50,nM,10.0,IC50,nM,10.0
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C3CC3)ccn2)c1,CHEMBL4105526,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C3CCC3)ccn2)c1,CHEMBL4100377,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C3CCCC3)ccn2)c1,CHEMBL4082362,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C(C)(C)C)ccn2)c1,CHEMBL4082884,7.8,IC50,nM,16.0,IC50,nM,16.0
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(CCCO)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4100860,,IC50,nM,1.0,IC50,nM,1.0
CCC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(CCCO)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4090686,,IC50,nM,1.0,IC50,nM,1.0
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3cc(F)cc([N+](=O)[O-])c3)c2)[nH]1,CHEMBL4062722,7.26,IC50,nM,55.0,IC50,nM,55.0
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3cc(N4CCN(C)CC4)cc([N+](=O)[O-])c3)c2)[nH]1,CHEMBL4098412,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)Nc1cc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)cc(N2CCN(C)CC2)c1,CHEMBL4071368,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)Nc1cc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)cc(N2CCOCC2)c1,CHEMBL4060003,,IC50,nM,1.0,IC50,nM,1.0
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL321494,6.89,IC50,nM,130.0,IC50,nM,130.0
CN(C)C(=O)CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4064942,7.09,IC50,nM,81.0,IC50,nM,81.0
OCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4091569,7.08,IC50,nM,83.0,IC50,nM,83.0
Fc1ccc(-c2nc(SCCN3CCOCC3)[nH]c2-c2ccnc(Nc3ccccc3)c2)cc1,CHEMBL4067255,5.9,IC50,nM,1246.0,IC50,nM,1246.0
NCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4081860,7.54,IC50,nM,29.0,IC50,nM,29.0
C=CC(=O)NCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4071012,7.42,IC50,nM,38.0,IC50,nM,38.0
CCC(=O)NCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4102224,7.28,IC50,nM,52.0,IC50,nM,52.0
C=CC(=O)NCCSc1nc(-c2ccccc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4062543,7.54,IC50,nM,29.0,IC50,nM,29.0
C=CC(=O)NCCSc1nc(-c2ccc(F)c(C(F)(F)F)c2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4084248,6.19,IC50,nM,646.0,IC50,nM,646.0
CN(C)C/C=C/C(=O)NCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4071180,7.75,IC50,nM,18.0,IC50,nM,18.0
CC(=O)CCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4092003,5.88,IC50,nM,1328.0,IC50,nM,1328.0
C=CC(=O)NCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4071012,,Ratio,/uM/s,0.58,Ratio,/uM/s,0.58
C=CC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4087268,,Activity,,,Activity,,
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(CCCO)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4100860,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)NCc1cn(Cc2cccc(Nc3cc(-c4[nH]c(SC)nc4-c4ccc(F)cc4)ccn3)c2)nn1,CHEMBL4068092,6.22,IC50,nM,597.0,IC50,nM,597.0
CCC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4102577,7.03,IC50,nM,93.0,IC50,nM,93.0
C=CC(=O)N1CCC(Sc2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccccc4)c3)[nH]2)C1,CHEMBL4086078,6.38,IC50,nM,417.0,IC50,nM,417.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,CHEMBL1229592,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)Nc1cc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)cc(N2CCN(C)CC2)c1,CHEMBL4071368,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C(C)(C)C)ccn2)c1,CHEMBL4082884,6.31,IC50,nM,485.0,IC50,nM,485.0
C=CC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)n1,CHEMBL4100777,8.51,IC50,nM,3.1,IC50,nM,3.1
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL3353410,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)N1CCC[C@@H]1CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4061473,7.12,IC50,nM,76.0,IC50,nM,76.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,,IC50,nM,1.0,IC50,nM,1.0
NCCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4076363,7.92,IC50,nM,12.0,IC50,nM,12.0
CCC(=O)NCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4102224,8.49,IC50,nM,3.2,IC50,nM,3.2
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL321494,8.6,IC50,nM,2.5,IC50,nM,2.5
CC(=O)CCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4092003,7.12,IC50,nM,76.0,IC50,nM,76.0
NCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4081860,8.59,IC50,nM,2.6,IC50,nM,2.6
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(CCCO)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4100860,,Ratio,/uM/s,11.0,Ratio,/uM/s,11.0
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3cc(F)cc([N+](=O)[O-])c3)c2)[nH]1,CHEMBL4062722,6.23,IC50,nM,586.0,IC50,nM,586.0
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3cnc(SC)[nH]3)ccn2)c1,CHEMBL4076854,8.07,IC50,nM,8.6,IC50,nM,8.6
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4098072,,IC50,nM,1.0,IC50,nM,1.0
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,CHEMBL1173655,,IC50,nM,1.0,IC50,nM,1.0
NCCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4076363,6.62,IC50,nM,240.0,IC50,nM,240.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL3353410,,Ratio,/uM/s,3.2,Ratio,/uM/s,3.2
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C3CC3)ccn2)c1,CHEMBL4105526,8.13,IC50,nM,7.4,IC50,nM,7.4
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc4ccccc4c3)ccn2)c1,CHEMBL4096980,8.96,IC50,nM,1.1,IC50,nM,1.1
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,6.73,IC50,nM,185.0,IC50,nM,185.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL3353410,8.89,IC50,nM,1.3,IC50,nM,1.3
C=CC(=O)N1CCC[C@@H]1CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4061473,8.51,IC50,nM,3.1,IC50,nM,3.1
C=CC(=O)NCCSc1nc(-c2ccc(F)c(C(F)(F)F)c2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4084248,6.84,IC50,nM,144.0,IC50,nM,144.0
OCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4091569,8.96,IC50,nM,1.1,IC50,nM,1.1
C=CC(=O)NCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4071012,,Ratio,/uM/s,0.25,Ratio,/uM/s,0.25
C=CC(=O)Nc1cc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)cc(N2CCOCC2)c1,CHEMBL4060003,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C)ccn2)c1,CHEMBL4086878,7.48,IC50,nM,33.0,IC50,nM,33.0
C=CC(=O)NCc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4089279,7.05,IC50,nM,89.0,IC50,nM,89.0
C=CC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4087268,8.48,IC50,nM,3.3,IC50,nM,3.3
C=CC(=O)N1CCC[C@H]1CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4070707,7.18,IC50,nM,66.0,IC50,nM,66.0
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,CHEMBL1173655,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)NCCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4089601,7.66,IC50,nM,22.0,IC50,nM,22.0
C=CC(=O)NCCSc1nc(-c2ccccc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4062543,8.77,IC50,nM,1.7,IC50,nM,1.7
CN(C)C(=O)CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4064942,9.0,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(CCCO)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4100860,,Ratio,/uM/s,13.0,Ratio,/uM/s,13.0
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4098072,,Activity,,,Activity,,
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3cc(N4CCN(C)CC4)cc([N+](=O)[O-])c3)c2)[nH]1,CHEMBL4098412,7.92,IC50,nM,12.0,IC50,nM,12.0
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C3CCCC3)ccn2)c1,CHEMBL4082362,8.35,IC50,nM,4.5,IC50,nM,4.5
CCC(=O)Nc1ccc(OC)c(Nc2cc(-c3cnc(SC)[nH]3)ccn2)c1,CHEMBL4101193,5.46,IC50,nM,3511.0,IC50,nM,3511.0
CCC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4094927,8.3,IC50,nM,5.0,IC50,nM,5.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,CHEMBL1229592,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)NCCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4089601,6.49,IC50,nM,321.0,IC50,nM,321.0
C=CC(=O)N1CCC(Sc2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccccc4)c3)[nH]2)C1,CHEMBL4086078,7.6,IC50,nM,25.0,IC50,nM,25.0
N#CCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4081732,7.4,IC50,nM,40.0,IC50,nM,40.0
C=CC(=O)NCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4071012,8.66,IC50,nM,2.2,IC50,nM,2.2
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4098072,,Ratio,/uM/s,2.2,Ratio,/uM/s,2.2
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4098072,,Ratio,/uM/s,1.8,Ratio,/uM/s,1.8
CCC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4102577,,Activity,,,Activity,,
CCC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(CCCO)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4090686,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C3CCC3)ccn2)c1,CHEMBL4100377,8.17,IC50,nM,6.8,IC50,nM,6.8
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3cccs3)ccn2)c1,CHEMBL4078963,,IC50,nM,1.0,IC50,nM,1.0
C=CC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SCCNC(=O)CC)nc3-c3ccccc3)ccn2)c1,CHEMBL4079393,8.6,IC50,nM,2.5,IC50,nM,2.5
N#CCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4081732,6.13,IC50,nM,746.0,IC50,nM,746.0
C=CC(=O)N1CCC[C@H]1CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4070707,8.72,IC50,nM,1.9,IC50,nM,1.9
CN(C)C/C=C/C(=O)NCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,CHEMBL4071180,8.72,IC50,nM,1.9,IC50,nM,1.9
Fc1ccc(-c2nc(SCCN3CCOCC3)[nH]c2-c2ccnc(Nc3ccccc3)c2)cc1,CHEMBL4067255,7.12,IC50,nM,75.0,IC50,nM,75.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL3353410,,Ratio,/uM/s,3.8,Ratio,/uM/s,3.8
