canonical_smiles,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccnc4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4080424,5.98,EC50,nM,1041.0,EC50,nM,1041.0
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccncc4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4079501,6.31,EC50,nM,489.0,EC50,nM,489.0
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccc(N(C)C)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4103757,5.88,EC50,nM,1321.0,EC50,nM,1321.0
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccc(N(C)C)cc4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4098500,5.98,EC50,nM,1050.0,EC50,nM,1050.0
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4071463,6.22,EC50,nM,608.0,EC50,nM,608.0
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccc(F)cc4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4060103,6.18,EC50,nM,659.0,EC50,nM,659.0
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccc(C(F)(F)F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4082000,5.73,EC50,nM,1856.0,EC50,nM,1856.0
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4068763,6.72,EC50,nM,191.0,EC50,nM,191.0
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc5ccccc5c4)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4089863,6.02,EC50,nM,960.0,EC50,nM,960.0
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4cccc5ccccc45)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4079566,5.68,EC50,nM,2077.0,EC50,nM,2077.0
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc(F)cc4)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4097594,6.16,EC50,nM,694.0,EC50,nM,694.0
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cn(C)c5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4098444,7.0,EC50,nM,100.0,EC50,nM,100.0
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cn(C)c5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4098444,,Inhibition,%,,INH,,
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc5ccccc5c4)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4089863,6.0,EC50,nM,1000.0,EC50,uM,1.0
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc(F)cc4)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4097594,7.0,EC50,nM,100.0,EC50,nM,100.0
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc(F)cc4)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4097594,,Inhibition,%,,INH,,
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cn(C)c5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4098444,,Inhibition,%,,INH,,
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc(F)cc4)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4097594,,Inhibition,%,,INH,,
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc5ccccc5c4)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4089863,6.0,EC50,nM,1000.0,EC50,uM,1.0
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4068763,,Inhibition,%,,INH,,
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4068763,,Inhibition,%,,INH,,
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4068763,,Inhibition,%,,INH,,
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3545308,8.74,Ki,nM,1.8,Ki,nM,1.8
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL3353410,8.8,Ki,nM,1.6,Ki,nM,1.6
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cn(C)c5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4098444,7.24,Ki,nM,57.0,Ki,nM,57.0
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccncc4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4079501,,Inhibition,%,,INH,,
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4068763,8.41,Ki,nM,3.9,Ki,nM,3.9
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc5ccccc5c4)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4089863,6.98,Ki,nM,105.0,Ki,nM,105.0
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc(F)cc4)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4097594,,Inhibition,%,,INH,,
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3545308,8.77,Ki,nM,1.7,Ki,nM,1.7
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL3353410,8.82,Ki,nM,1.5,Ki,nM,1.5
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cn(C)c5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4098444,6.83,Ki,nM,149.0,Ki,nM,149.0
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4068763,8.13,Ki,nM,7.4,Ki,nM,7.4
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc5ccccc5c4)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4089863,7.55,Ki,nM,28.0,Ki,nM,28.0
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3545308,,Kinact,/min,0.18,Kinact,/min,0.18
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL3353410,,Kinact,/min,0.3,Kinact,/min,0.3
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cn(C)c5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4098444,,Kinact,/min,0.14,Kinact,/min,0.14
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4068763,,Kinact,/min,0.09,Kinact,/min,0.09
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc5ccccc5c4)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4089863,,Kinact,/min,0.14,Kinact,/min,0.14
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3545308,,Kinact,/min,0.29,Kinact,/min,0.29
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL3353410,,Kinact,/min,0.33,Kinact,/min,0.33
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cn(C)c5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4098444,,Kinact,/min,0.37,Kinact,/min,0.37
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4068763,,Kinact,/min,0.17,Kinact,/min,0.17
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc5ccccc5c4)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4089863,,Kinact,/min,0.5,Kinact,/min,0.5
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3545308,,Ratio,/uM/s,1.67,Ratio,/uM/s,1.67
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL3353410,,Ratio,/uM/s,3.24,Ratio,/uM/s,3.24
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cn(C)c5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4098444,,Ratio,/uM/s,0.04,Ratio,/uM/s,0.04
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4068763,,Ratio,/uM/s,0.4,Ratio,/uM/s,0.4
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc5ccccc5c4)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4089863,,Ratio,/uM/s,0.02,Ratio,/uM/s,0.02
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,CHEMBL3545308,,Ratio,/uM/s,2.95,Ratio,/uM/s,2.95
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CHEMBL3353410,,Ratio,/uM/s,3.75,Ratio,/uM/s,3.75
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cn(C)c5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4098444,,Ratio,/uM/s,0.04,Ratio,/uM/s,0.04
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4068763,,Ratio,/uM/s,0.39,Ratio,/uM/s,0.39
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc5ccccc5c4)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4089863,,Ratio,/uM/s,0.3,Ratio,/uM/s,0.3
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cn(C)c5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4098444,,Inhibition,%,,INH,,
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccncc4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4079501,,Inhibition,%,,INH,,
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4068763,,Inhibition,%,,INH,,
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc5ccccc5c4)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4089863,,Inhibition,%,,INH,,
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc(F)cc4)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4097594,,Inhibition,%,,INH,,
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4068763,,Inhibition,%,95.0,INH,%,95.0
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4068763,,Inhibition,%,95.0,INH,%,95.0
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4068763,,Inhibition,%,95.0,INH,%,95.0
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4068763,,Inhibition,%,95.0,INH,%,95.0
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cn(C)c5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4098444,,Activity,,,Activity,,
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccncc4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4079501,,Activity,,,Activity,,
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4068763,,Activity,,,Activity,,
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc5ccccc5c4)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4089863,,Activity,,,Activity,,
C=CC(=O)Nc1cc(Nc2n[nH]c3ccc(-c4ccc(F)cc4)cc23)c(OC)cc1N(C)CCN(C)C,CHEMBL4097594,,Activity,,,Activity,,
CN(CC(=O)N(Cc1ccc(C2CCCCC2)cc1)c1ccc(C(=O)O)c(O)c1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,CHEMBL1829876,,Inhibition,%,,INH,,
NS(=O)(=O)c1cccc2c1C(=O)C=C(Nc1ccccc1N1CCNCC1)C2=O,CHEMBL4096680,,Inhibition,%,,INH,,
NS(=O)(=O)c1cccc2c1C(=O)C=C(Nc1ccccc1N1CCNCC1)C2=O,CHEMBL4096680,,Inhibition,%,,INH,,
NS(=O)(=O)c1cccc2c1C(=O)C=C(Nc1ccccc1N1CCNCC1)C2=O,CHEMBL4096680,,Inhibition,%,,INH,,
S=C(NCc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4088718,7.76,IC50,nM,17.2,IC50,nM,17.2
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(Br)cc3F)c2c1,CHEMBL3132872,,IC50,nM,2.1,IC50,nM,2.1
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3F)c2c1,CHEMBL3133904,,IC50,nM,1.5,IC50,nM,1.5
O=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)c1ccco1,CHEMBL4097369,8.08,IC50,nM,8.4,IC50,nM,8.4
COc1ccc(C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,CHEMBL4070190,,IC50,,,IC50,,
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,,IC50,nM,4.0,IC50,nM,4.0
S=C(NCc1ccccc1)Nc1ccc2ncnc(Nc3ccccc3Br)c2c1,CHEMBL4071935,,IC50,nM,150.0,IC50,nM,150.0
S=C(NCc1ccccc1)Nc1ccc2ncnc(Nc3ccc(Br)cc3)c2c1,CHEMBL4064174,,IC50,nM,150.0,IC50,nM,150.0
S=C(NCc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,CHEMBL4091921,7.94,IC50,nM,11.4,IC50,nM,11.4
Cc1cccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)c1,CHEMBL4072769,7.43,IC50,nM,36.8,IC50,nM,36.8
Cc1cccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)c1C,CHEMBL4099653,,IC50,nM,150.0,IC50,nM,150.0
CCc1cccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)c1,CHEMBL4097454,,IC50,nM,150.0,IC50,nM,150.0
CC(C)c1ccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)cc1,CHEMBL4061372,,IC50,nM,150.0,IC50,nM,150.0
CC(C)(C)c1ccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)cc1,CHEMBL4101828,,IC50,nM,150.0,IC50,nM,150.0
S=C(NCc1ccccc1)Nc1ccc2ncnc(Nc3ccc(-c4ccccc4)cc3)c2c1,CHEMBL4070047,,IC50,nM,150.0,IC50,nM,150.0
S=C(NCc1ccccc1)Nc1ccc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1,CHEMBL4098758,,IC50,nM,150.0,IC50,nM,150.0
Oc1cccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)c1,CHEMBL4080711,7.2,IC50,nM,63.6,IC50,nM,63.6
Oc1ccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)cc1,CHEMBL4079151,,IC50,nM,150.0,IC50,nM,150.0
NS(=O)(=O)c1ccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)cc1,CHEMBL4096625,,IC50,nM,150.0,IC50,nM,150.0
N=C(N)NS(=O)(=O)c1ccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)cc1,CHEMBL4087010,,IC50,nM,150.0,IC50,nM,150.0
O=S(=O)(Nc1ccccn1)c1ccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)cc1,CHEMBL4104875,,IC50,nM,150.0,IC50,nM,150.0
S=C(NCc1ccccc1)Nc1ccc2ncnc(Nc3cccnc3)c2c1,CHEMBL4094706,,IC50,nM,150.0,IC50,nM,150.0
S=C(Nc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4076434,7.8,IC50,nM,15.8,IC50,nM,15.8
S=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)Nc1ccccc1Cl,CHEMBL4102455,7.8,IC50,nM,15.8,IC50,nM,15.8
S=C(Nc1cccc(Cl)c1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4078182,7.69,IC50,nM,20.6,IC50,nM,20.6
S=C(Nc1ccc(Cl)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4097862,7.71,IC50,nM,19.5,IC50,nM,19.5
Oc1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,CHEMBL4075530,8.05,IC50,nM,8.9,IC50,nM,8.9
NS(=O)(=O)c1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,CHEMBL4075103,8.02,IC50,nM,9.5,IC50,nM,9.5
O=S(=O)(Nc1nccs1)c1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,CHEMBL4101774,7.66,IC50,nM,22.0,IC50,nM,22.0
Fc1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1Cl,CHEMBL4066504,7.6,IC50,nM,25.3,IC50,nM,25.3
FC(F)(F)c1cc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)ccc1Cl,CHEMBL4094040,,IC50,nM,150.0,IC50,nM,150.0
Fc1c(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cccc1C(F)(F)F,CHEMBL4093114,6.95,IC50,nM,112.4,IC50,nM,112.4
FC(F)(F)c1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,CHEMBL4072348,,IC50,nM,150.0,IC50,nM,150.0
FC(F)(F)c1cccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)c1,CHEMBL4085352,7.22,IC50,nM,60.7,IC50,nM,60.7
FC(F)(F)c1cc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc(C(F)(F)F)c1,CHEMBL4063757,,IC50,nM,150.0,IC50,nM,150.0
S=C(Nc1ccc(Br)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4088760,7.45,IC50,nM,35.4,IC50,nM,35.4
S=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)Nc1ccc(Cl)cc1Cl,CHEMBL4067514,7.31,IC50,nM,48.9,IC50,nM,48.9
S=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4072928,6.88,IC50,nM,133.1,IC50,nM,133.1
S=C(Nc1cc(Cl)cc(Cl)c1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4077419,6.83,IC50,nM,146.3,IC50,nM,146.3
CNC(=S)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4092951,8.04,IC50,nM,9.1,IC50,nM,9.1
S=C(Nc1cccnc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4065288,7.99,IC50,nM,10.2,IC50,nM,10.2
S=C(NCc1ccc(Cl)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4071170,7.55,IC50,nM,28.3,IC50,nM,28.3
S=C(NCCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL3815163,7.97,IC50,nM,10.7,IC50,nM,10.7
S=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)N1CCOCC1,CHEMBL4062528,7.57,IC50,nM,26.9,IC50,nM,26.9
O=C(NCc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4103464,8.05,IC50,nM,8.9,IC50,nM,8.9
O=C(Nc1ccc(Cl)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4089588,7.71,IC50,nM,19.3,IC50,nM,19.3
Fc1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1F,CHEMBL4061460,,IC50,,,IC50,,
Fc1cc(F)cc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)c1,CHEMBL4065300,7.22,IC50,nM,60.1,IC50,nM,60.1
S=C(Nc1cncc(Cl)c1)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,CHEMBL4092966,7.26,IC50,nM,55.5,IC50,nM,55.5
FC(F)(F)c1csc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)n1,CHEMBL4073912,6.86,IC50,nM,137.0,IC50,nM,137.0
S=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)Nc1ncc(Cl)s1,CHEMBL4072986,6.92,IC50,nM,120.0,IC50,nM,120.0
Cc1nnc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)s1,CHEMBL4065503,6.92,IC50,nM,120.0,IC50,nM,120.0
FC(F)(F)c1nnc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)s1,CHEMBL4077608,6.89,IC50,nM,130.0,IC50,nM,130.0
S=C(NCc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4088718,,Inhibition,%,86.1,INH,%,86.1
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,,Inhibition,%,93.2,INH,%,93.2
S=C(NCc1ccccc1)Nc1ccc2ncnc(Nc3ccccc3Br)c2c1,CHEMBL4071935,,Inhibition,%,13.1,INH,%,13.1
S=C(NCc1ccccc1)Nc1ccc2ncnc(Nc3ccc(Br)cc3)c2c1,CHEMBL4064174,,Inhibition,%,47.7,INH,%,47.7
S=C(NCc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,CHEMBL4091921,,Inhibition,%,84.8,INH,%,84.8
Cc1cccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)c1,CHEMBL4072769,,Inhibition,%,68.5,INH,%,68.5
Cc1cccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)c1C,CHEMBL4099653,,Inhibition,%,40.0,INH,%,40.0
CCc1cccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)c1,CHEMBL4097454,,Inhibition,%,41.7,INH,%,41.7
CC(C)c1ccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)cc1,CHEMBL4061372,,Inhibition,%,4.2,INH,%,4.2
CC(C)(C)c1ccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)cc1,CHEMBL4101828,,Inhibition,%,0.9,INH,%,0.9
S=C(NCc1ccccc1)Nc1ccc2ncnc(Nc3ccc(-c4ccccc4)cc3)c2c1,CHEMBL4070047,,Inhibition,%,14.5,INH,%,14.5
S=C(NCc1ccccc1)Nc1ccc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1,CHEMBL4098758,,Inhibition,%,21.9,INH,%,21.9
Oc1cccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)c1,CHEMBL4080711,,Inhibition,%,60.8,INH,%,60.8
Oc1ccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)cc1,CHEMBL4079151,,Inhibition,%,44.1,INH,%,44.1
NS(=O)(=O)c1ccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)cc1,CHEMBL4096625,,Inhibition,%,17.7,INH,%,17.7
N=C(N)NS(=O)(=O)c1ccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)cc1,CHEMBL4087010,,Inhibition,%,6.7,INH,%,6.7
O=S(=O)(Nc1ccccn1)c1ccc(Nc2ncnc3ccc(NC(=S)NCc4ccccc4)cc23)cc1,CHEMBL4104875,,Inhibition,%,20.9,INH,%,20.9
S=C(NCc1ccccc1)Nc1ccc2ncnc(Nc3cccnc3)c2c1,CHEMBL4094706,,Inhibition,%,38.5,INH,%,38.5
S=C(Nc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4076434,,Inhibition,%,86.5,INH,%,86.5
S=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)Nc1ccccc1Cl,CHEMBL4102455,,Inhibition,%,84.3,INH,%,84.3
S=C(Nc1cccc(Cl)c1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4078182,,Inhibition,%,74.8,INH,%,74.8
S=C(Nc1ccc(Cl)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL4097862,,Inhibition,%,79.6,INH,%,79.6
Oc1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,CHEMBL4075530,,Inhibition,%,91.5,INH,%,91.5
NS(=O)(=O)c1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,CHEMBL4075103,,Inhibition,%,92.3,INH,%,92.3
O=S(=O)(Nc1nccs1)c1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,CHEMBL4101774,,Inhibition,%,81.7,INH,%,81.7
Fc1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1Cl,CHEMBL4066504,,Inhibition,%,74.1,INH,%,74.1
FC(F)(F)c1cc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)ccc1Cl,CHEMBL4094040,,Inhibition,%,44.0,INH,%,44.0
